  PID  PPID  %CPU    RSS COMM
 1462     1   0.0   4784 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
 1480     1   0.0   4368 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
 1491     1   0.0  10656 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
 1500     1   0.0   2192 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
 1503     1   0.0   3872 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
 1504     1   0.0   4848 /System/Applications/Shortcuts.app/Contents/PlugIns/ShortcutsWidgetExtension.appex/Contents/MacOS/ShortcutsWidgetExtension
 1506     1   0.0   1936 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/Extensions/SafariWidgetExtension.appex/Contents/MacOS/SafariWidgetExtension
 1509     1   0.0   1888 /System/Library/CoreServices/WindowManager.app/Contents/PlugIns/WindowManagerControlsExtension.appex/Contents/MacOS/WindowManagerControlsExtension
 1515     1   0.0   1648 /System/Library/CoreServices/Dock.app/Contents/PlugIns/DockControls.appex/Contents/MacOS/DockControls
 1516     1   0.0   4880 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
 1517     1   0.0   1632 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
 1518     1   0.0   2576 /usr/libexec/avconferenced
 1520     1   0.0   5424 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
 1527     1   0.0   4768 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
 1531     1   0.0   4784 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgetsSecure.appex/Contents/MacOS/JournalWidgetsSecure
 1535     1   0.0   4384 /System/Applications/VoiceMemos.app/Contents/PlugIns/VoiceMemosSettingsWidgetExtension.appex/Contents/MacOS/VoiceMemosSettingsWidgetExtension
 1536     1   0.0   4752 /System/Applications/Home.app/Contents/PlugIns/HomeWidget.appex/Contents/MacOS/HomeWidget
 1537     1   0.0   4752 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetPeople.appex/Contents/MacOS/FindMyWidgetPeople
 1539     1   0.0   4752 /System/Applications/Home.app/Contents/PlugIns/HomeEnergyWidgetsExtension.appex/Contents/MacOS/HomeEnergyWidgetsExtension
 1540     1   0.0   4720 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension
 1541     1   0.0   4720 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetItems.appex/Contents/MacOS/FindMyWidgetItems
 1542     1   0.0   4784 /System/Applications/Podcasts.app/Contents/PlugIns/PodcastsWidget.appex/Contents/MacOS/PodcastsWidget
 1545     1   0.0   1904 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
 1548     1   0.0   4240 /System/Applications/Shortcuts.app/Contents/PlugIns/ShortcutLiveActivityWidgetExtension.appex/Contents/MacOS/ShortcutLiveActivityWidgetExtension
 1549     1   0.0   1888 /System/Applications/Notes.app/Contents/PlugIns/com.apple.Notes.WidgetExtension.appex/Contents/MacOS/com.apple.Notes.WidgetExtension
 1550     1   0.0   4368 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetIntentsExtension.appex/Contents/MacOS/ScreenTimeWidgetIntentsExtension
 1551     1   0.0   1664 /System/Library/CoreServices/WallpaperAgent.app/Contents/PlugIns/WallpaperControlsExtension.appex/Contents/MacOS/WallpaperControlsExtension
 1553     1   0.0   1920 /System/Library/CoreServices/PeopleViewService.app/Contents/PlugIns/PeopleWidget_macOSExtension.appex/Contents/MacOS/PeopleWidget_macOSExtension
 1556     1   0.6 165808 /Applications/Spotify.app/Contents/MacOS/Spotify
 1557     1   0.0   4736 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget
 1558     1   1.9  18816 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
 1559     1   0.0   6032 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
 1560     1   0.1  25648 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
 1561     1   0.0   1888 /System/Applications/Notes.app/Contents/PlugIns/com.apple.Notes.IntentsExtension.appex/Contents/MacOS/com.apple.Notes.IntentsExtension
 1565     1   0.0  10448 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
 1566     1   0.0   1888 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
 1570     1   0.0   3696 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
 1575     1   0.0   1584 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 1578     1   0.0   4640 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
 1580     1   7.6  18880 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
 1581     1   0.0   3712 /System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension
 1582     1   0.2   9200 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
 1584     1   0.0   4624 /System/Library/ExtensionKit/Extensions/WallpaperImageExtension.appex/Contents/MacOS/WallpaperImageExtension
 1594     1   0.0   2304 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 1597     1   0.0   6096 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
 1715     1   0.0   4704 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper
 1744  1556   0.0  37920 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper
 1745  1556   0.0  34256 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper
 1748  1556   0.0  11824 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper
 1759     1   0.0   1712 /opt/homebrew/opt/redis/bin/redis-server 127.0.0.1:6379
 1761     1   0.0    528 /bin/sh
 1762     1   0.0   2624 /System/Library/Image Capture/Support/icdd
 1763     1   0.0   9824 /opt/homebrew/bin/watchman
 1766     1   0.0   5808 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
 1768     1   0.0   6720 /System/Library/CoreServices/diagnostics_agent
 1769     1   0.1   9040 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 1778     1   0.0    816 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
 1779     1   0.0   2112 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1783     1   6.1  34144 /Applications/AeroSpace.app/Contents/MacOS/AeroSpace
 1803     1   0.0   4816 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
 1906  1761   0.0   9200 /opt/homebrew/opt/mysql/bin/mysqld
 1910  1556   0.1 273120 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper (Renderer).app/Contents/MacOS/Spotify Helper (Renderer)
 1917     1   0.0   1872 /System/Applications/Tips.app/Contents/PlugIns/TipsWidgetExtension.appex/Contents/MacOS/TipsWidgetExtension
 1918     1   0.0   1888 /System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension
 1935     1   0.0   8336 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn
 1941  1556   0.0   9440 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper
 2344   505   0.0   5872 node
 2345  2344   0.4 157472 /opt/homebrew/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex
 2381  2345   0.0   6032 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
 2384  2345   0.0  13376 docker
 2408  2384   0.0  19408 /Users/adriangonzalez/.docker/cli-plugins/docker-mcp
 2467     1   0.0   4784 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgets.appex/Contents/MacOS/JournalWidgets
 2472     1   0.0   1536 /usr/sbin/distnoted
 2525     1   0.0  12128 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
 2612     1   0.0   4736 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension
 2617     1   0.2  19280 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
